index	prefix_1	prefix_2	prefix_3	tree_depth	radius_A	radius_B
5870	2	2	11	0	2.842	2.382
5874	0	6	15	1	1.867	2.243
5876	2	8	17	0	2.091	2.227
5877	0	0	18	2	1.794	2.168
5879	2	2	20	0	2.166	2.422
5892	0	6	6	1	1.684	2.466
5894	2	8	8	0	2.169	2.961
5895	0	0	9	2	2.591	1.896
5897	2	2	11	0	2.043	2.591
5899	1	4	13	0	2.557	2.424
5900	2	5	14	0	3.088	2.577
5906	2	2	20	0	1.795	2.519
5909	2	5	23	0	2.126	2.433
5911	1	7	25	0	2.157	2.419
5913	0	0	0	4	1.975	2.685
5925	0	3	12	1	2.363	2.224
5935	1	4	22	0	2.461	2.205
5939	2	8	26	0	2.061	2.454
5942	2	2	2	0	2.493	2.025
5944	1	4	4	0	1.721	1.941
5947	1	7	7	0	1.796	2.070
5950	1	1	10	0	3.164	1.474
5954	2	5	14	0	3.184	1.617
5958	0	0	18	2	1.776	2.293
5959	1	1	19	0	1.563	2.456
5962	1	4	22	0	1.448	1.889
5966	2	8	26	0	2.552	2.203
5972	2	5	5	0	0.743	2.703
5977	1	1	10	0	3.532	2.070
5989	1	4	22	0	3.650	1.723
5992	1	7	25	0	2.162	2.400
5998	1	4	4	0	2.940	2.071
6012	0	0	18	2	1.672	2.037
6025	1	4	4	0	1.481	2.098
6026	2	5	5	0	2.258	2.565
6029	2	8	8	0	1.893	2.654
6030	0	0	9	2	2.757	2.168
6041	2	2	20	0	2.007	2.032
6044	2	5	23	0	2.055	1.994
6054	0	6	6	1	1.472	2.815
6058	1	1	10	0	1.883	2.131
6066	0	0	18	2	2.214	2.053
6079	1	4	4	0	2.352	1.705
6086	2	2	11	0	1.966	2.450
6089	2	5	14	0	2.828	2.635
6092	2	8	17	0	1.792	2.491
6096	0	3	21	1	2.342	2.058
6101	2	8	26	0	2.488	2.589
6105	0	3	3	1	2.049	1.857
6107	2	5	5	0	2.044	2.531
6108	0	6	6	1	2.023	1.977
6113	2	2	11	0	1.595	2.461
6115	1	4	13	0	2.906	2.286
6121	1	1	19	0	2.465	2.342
6124	1	4	22	0	2.532	1.584
6126	0	6	24	1	2.459	2.202
6130	1	1	1	0	2.045	2.590
6132	0	3	3	1	1.860	2.393
6137	2	8	8	0	1.711	3.183
6140	2	2	11	0	2.675	2.410
6145	1	7	16	0	2.546	2.641
6146	2	8	17	0	2.587	3.165
6153	0	6	24	1	2.099	2.225
6158	2	2	2	0	1.948	2.283
6160	1	4	4	0	2.678	2.022
6165	0	0	9	2	2.359	2.134
6168	0	3	12	1	2.456	2.125
6172	1	7	16	0	3.212	2.172
6174	0	0	18	2	1.865	2.131
6176	2	2	20	0	2.113	2.127
6179	2	5	23	0	2.101	2.191
6181	1	7	25	0	2.166	2.013
6193	1	1	10	0	3.865	1.564
6208	1	7	25	0	2.638	2.877
6218	2	8	8	0	2.714	2.899
6219	0	0	9	2	1.443	1.837
6220	1	1	10	0	2.752	2.115
6221	2	2	11	0	2.173	2.913
6222	0	3	12	1	2.246	2.341
6223	1	4	13	0	2.813	2.319
6225	0	6	15	1	2.331	2.512
6226	1	7	16	0	2.726	2.359
6228	0	0	18	2	2.213	1.925
6230	2	2	20	0	2.917	2.436
6231	0	3	21	1	2.368	1.950
6232	1	4	22	0	2.481	2.275
6239	2	2	2	0	2.155	2.267
6241	1	4	4	0	2.074	1.724
6244	1	7	7	0	1.407	2.563
6245	2	8	8	0	2.152	2.808
6251	2	5	14	0	2.303	2.026
6260	2	5	23	0	1.990	2.406
6262	1	7	25	0	2.369	2.198
6276	0	3	12	1	2.758	1.963
6278	2	5	14	0	2.160	2.331
6286	1	4	22	0	2.269	1.522
6289	1	7	25	0	2.513	2.244
6291	0	0	0	3	2.164	2.485
6297	0	6	6	1	2.520	2.465
6300	0	0	9	2	2.788	2.011
6308	2	8	17	0	2.332	2.881
6310	1	1	19	0	2.275	2.198
6315	0	6	24	1	1.541	2.324
6316	1	7	25	0	1.639	2.861
6318	0	0	0	5	2.078	2.310
6323	2	5	5	0	1.963	2.990
6328	1	1	10	0	2.201	2.068
6329	2	2	11	0	2.195	2.106
6340	1	4	22	0	3.115	2.706
6353	2	8	8	0	2.014	2.987
6357	0	3	12	1	2.161	2.130
6360	0	6	15	1	2.692	2.662
6367	1	4	22	0	2.007	2.278
6371	2	8	26	0	2.708	2.677
6374	2	2	2	0	2.336	3.379
6378	0	6	6	1	2.023	2.753
6381	0	0	9	2	2.486	2.343
6393	0	3	21	1	2.927	2.437
6403	1	4	4	0	2.110	3.246
6407	2	8	8	0	2.621	2.856
6419	2	2	20	0	2.885	2.347
6424	1	7	25	0	1.924	2.200
6425	2	8	26	0	2.316	2.646
6428	2	2	2	0	3.013	2.568
6432	0	6	6	1	2.416	2.481
6436	1	1	10	0	2.677	2.308
6437	2	2	11	0	2.912	2.461
6456	0	3	3	1	2.260	2.494
6457	1	4	4	0	3.036	2.805
6464	2	2	11	0	2.234	2.612
6465	0	3	12	1	2.801	2.459
6468	0	6	15	1	1.934	2.641
6479	2	8	26	0	2.190	3.149
6482	2	2	2	0	2.525	2.497
6491	2	2	11	0	2.779	2.576
6492	0	3	12	1	2.008	2.166
6498	0	0	18	2	2.682	2.147
6509	2	2	2	0	2.486	2.925
6511	1	4	4	0	2.836	3.090
6515	2	8	8	0	1.691	3.194
6516	0	0	9	2	2.081	2.388
6517	1	1	10	0	2.978	2.592
6519	0	3	12	1	2.859	1.993
6522	0	6	15	1	2.123	2.693
6524	2	8	17	0	2.415	3.215
6525	0	0	18	2	1.764	2.223
6526	1	1	19	0	2.194	2.481
6527	2	2	20	0	2.199	2.741
6532	1	7	25	0	2.341	2.955
6534	0	0	0	3	2.060	2.909
6535	1	1	1	0	2.135	2.626
6536	2	2	2	0	1.977	3.247
6539	2	5	5	0	2.283	3.302
6542	2	8	8	0	2.838	3.435
6543	0	0	9	2	1.770	2.610
6545	2	2	11	0	3.341	2.541
6547	1	4	13	0	2.767	2.666
6550	1	7	16	0	2.718	2.514
6559	1	7	25	0	2.182	2.781
6563	2	2	2	0	2.229	2.373
6575	2	5	14	0	1.955	1.816
6576	0	6	15	1	1.560	2.076
6577	1	7	16	0	2.629	1.795
6579	0	0	18	2	3.019	2.377
6581	2	2	20	0	2.482	1.455
6582	0	3	21	1	2.216	2.180
6585	0	6	24	1	1.924	2.626
6591	0	3	3	1	1.497	2.255
6601	1	4	13	0	2.701	2.180
6605	2	8	17	0	2.211	2.025
6608	2	2	20	0	2.590	2.011
6609	0	3	21	1	2.239	2.228
6616	1	1	1	0	2.426	2.056
6621	0	6	6	1	2.132	2.398
6624	0	0	9	2	2.367	2.416
6629	2	5	14	0	1.998	1.880
6630	0	6	15	1	2.247	2.409
6642	0	0	0	4	2.752	2.332
6644	2	2	2	0	2.146	2.731
6654	0	3	12	1	2.229	1.925
6656	2	5	14	0	3.102	1.767
6658	1	7	16	0	3.041	2.232
6662	2	2	20	0	2.376	1.997
6670	1	1	1	0	2.586	2.152
6671	2	2	2	0	1.973	1.905
6674	2	5	5	0	2.806	2.073
6678	0	0	9	2	2.027	2.070
6681	0	3	12	1	2.815	2.298
6684	0	6	15	1	1.788	2.123
6685	1	7	16	0	2.877	2.652
6693	0	6	24	1	2.706	2.133
6698	2	2	2	0	2.819	2.241
6701	2	5	5	0	2.384	2.205
6723	0	0	0	4	2.075	2.520
6724	1	1	1	0	1.904	2.331
6730	1	7	7	0	1.793	2.310
6731	2	8	8	0	1.950	2.454
6732	0	0	9	2	1.963	2.695
6733	1	1	10	0	2.824	1.905
6735	0	3	12	1	2.938	2.646
6736	1	4	13	0	1.820	2.527
6743	2	2	20	0	3.567	2.034
6752	2	2	2	0	2.873	2.410
6770	2	2	20	0	2.622	2.052
6774	0	6	24	1	2.713	2.557
6775	1	7	25	0	1.875	2.321
6777	0	0	0	3	2.149	2.394
6778	1	1	1	0	2.436	1.836
6781	1	4	4	0	3.007	2.106
6788	2	2	11	0	2.441	2.304
6792	0	6	15	1	1.959	2.495
6794	2	8	17	0	2.315	2.412
6803	2	8	26	0	2.219	2.720
6805	1	1	1	0	2.125	2.076
6808	1	4	4	0	2.814	2.356
6830	2	8	26	0	2.846	2.029
6839	2	8	8	0	2.585	2.073
6844	1	4	13	0	3.166	2.149
6848	2	8	17	0	2.114	1.679
6861	0	3	3	1	1.940	2.060
6865	1	7	7	0	2.538	2.343
6869	2	2	11	0	2.657	2.416
6870	0	3	12	1	2.827	1.998
6871	1	4	13	0	2.330	2.282
6877	1	1	19	0	2.003	1.928
6883	1	7	25	0	2.024	2.431
6887	2	2	2	0	2.139	2.235
6898	1	4	13	0	2.628	2.220
6900	0	6	15	1	2.561	2.187
6901	1	7	16	0	2.440	2.117
6904	1	1	19	0	2.696	2.203
6905	2	2	20	0	1.844	2.403
6906	0	3	21	1	2.041	2.433
6907	1	4	22	0	1.988	2.383
6913	1	1	1	0	2.404	2.098
6914	2	2	2	0	2.210	1.924
6920	2	8	8	0	1.730	2.336
6921	0	0	9	2	2.759	1.649
6926	2	5	14	0	2.298	2.003
6927	0	6	15	1	2.200	2.124
6930	0	0	18	2	2.427	2.236
6935	2	5	23	0	1.379	2.031
6938	2	8	26	0	2.224	2.236
6940	1	1	1	0	2.287	2.557
6941	2	2	2	0	2.509	2.494
6942	0	3	3	1	1.762	2.457
6943	1	4	4	0	2.577	2.266
6950	2	2	11	0	3.522	2.097
6967	1	1	1	0	1.491	2.196
6971	2	5	5	0	2.031	2.165
6981	0	6	15	1	2.618	2.397
6984	0	0	18	2	1.505	2.375
6985	1	1	19	0	2.035	2.071
6991	1	7	25	0	1.871	2.621
6993	0	0	0	3	2.006	2.312
7002	0	0	9	2	3.019	2.525
7004	2	2	11	0	2.758	2.049
7009	1	7	16	0	1.991	2.336
7010	2	8	17	0	3.172	2.703
7011	0	0	18	2	2.828	2.222
7018	1	7	25	0	2.134	2.665
7020	0	0	0	3	1.422	1.998
7022	2	2	2	0	2.701	2.805
7027	1	7	7	0	2.327	2.545
7031	2	2	11	0	2.035	2.332
7035	0	6	15	1	2.534	2.453
7038	0	0	18	2	2.124	2.190
7039	1	1	19	0	1.985	2.221
7045	1	7	25	0	3.072	2.683
7049	2	2	2	0	2.428	2.293
7055	2	8	8	0	2.819	2.316
7060	1	4	13	0	2.432	2.211
7063	1	7	16	0	1.938	2.325
7064	2	8	17	0	2.138	2.609
7066	1	1	19	0	2.404	1.974
7069	1	4	22	0	3.186	2.220
7074	0	0	0	3	2.241	2.561
7076	2	2	2	0	2.947	2.080
7090	1	7	16	0	2.595	2.327
7097	2	5	23	0	2.762	2.037
7111	1	1	10	0	2.537	2.071
7116	0	6	15	1	2.273	2.236
7118	2	8	17	0	2.360	2.670
7119	0	0	18	2	2.314	2.273
7121	2	2	20	0	2.045	2.139
7124	2	5	23	0	2.691	2.443
7133	2	5	5	0	2.073	2.461
7136	2	8	8	0	3.177	2.576
7137	0	0	9	2	2.482	2.160
7140	0	3	12	1	2.467	2.141
7142	2	5	14	0	3.409	1.812
7150	1	4	22	0	2.371	2.361
7156	1	1	1	0	2.498	2.031
7158	0	3	3	1	2.805	2.441
7161	0	6	6	1	2.019	2.416
7164	0	0	9	2	2.377	2.612
7167	0	3	12	1	2.153	2.004
7169	2	5	14	0	1.906	2.175
7170	0	6	15	1	2.639	2.068
7176	0	3	21	1	2.893	2.398
7180	1	7	25	0	2.780	2.285
7186	1	4	4	0	2.508	2.667
7188	0	6	6	1	1.940	2.515
7189	1	7	7	0	1.893	2.981
7190	2	8	8	0	2.832	2.786
7196	2	5	14	0	2.789	2.423
7204	1	4	22	0	2.868	2.382
7207	1	7	25	0	2.486	2.687
7216	1	7	7	0	2.809	2.848
7221	0	3	12	1	3.015	2.572
7223	2	5	14	0	1.654	2.667
7225	1	7	16	0	2.097	2.384
7226	2	8	17	0	2.360	2.739
7228	1	1	19	0	1.829	2.677
7232	2	5	23	0	1.890	2.562
7234	1	7	25	0	2.613	2.576
7235	2	8	26	0	2.379	2.792
7236	0	0	0	3	2.234	2.282
7238	2	2	2	0	3.660	2.789
7242	0	6	6	1	2.592	2.526
7243	1	7	7	0	2.468	2.839
7248	0	3	12	1	2.697	2.421
7250	2	5	14	0	2.663	2.609
7253	2	8	17	0	3.440	2.651
7258	1	4	22	0	1.782	2.266
7259	2	5	23	0	2.315	2.416
7260	0	6	24	1	2.763	2.894
7261	1	7	25	0	2.636	2.949
7266	0	3	3	1	2.020	2.353
7270	1	7	7	0	2.456	2.659
7274	2	2	11	0	1.729	2.583
7275	0	3	12	1	2.819	2.534
7277	2	5	14	0	1.997	2.836
7282	1	1	19	0	2.062	2.853
7283	2	2	20	0	1.919	2.389
7286	2	5	23	0	2.196	2.532
7288	1	7	25	0	2.741	2.601
7297	1	7	7	0	2.315	2.138
7303	1	4	13	0	2.420	2.097
7304	2	5	14	0	1.889	2.094
7313	2	5	23	0	2.173	1.806
7314	0	6	24	1	1.700	2.159
7315	1	7	25	0	1.640	1.983
7317	0	0	0	3	2.465	2.715
7318	1	1	1	0	3.074	1.629
7332	0	6	15	1	3.068	2.082
7339	1	4	22	0	1.627	1.749
7347	0	3	3	1	2.821	2.149
7348	1	4	4	0	2.060	1.717
7350	0	6	6	1	2.230	2.199
7356	0	3	12	1	3.006	2.016
7357	1	4	13	0	2.862	1.695
7361	2	8	17	0	2.012	2.226
7362	0	0	18	2	2.992	1.866
7366	1	4	22	0	2.594	2.145
7367	2	5	23	0	2.728	2.070
7368	0	6	24	1	2.222	2.002
7376	2	5	5	0	2.003	2.148
7384	1	4	13	0	2.083	2.198
7388	2	8	17	0	3.345	2.208
7390	1	1	19	0	2.693	1.711
7391	2	2	20	0	1.985	1.665
7392	0	3	21	1	2.953	2.743
7394	2	5	23	0	2.732	2.410
7395	0	6	24	1	2.443	2.371
7400	2	2	2	0	2.009	2.003
7410	0	3	12	1	1.938	1.846
7411	1	4	13	0	3.246	2.238
7413	0	6	15	1	2.345	2.432
7414	1	7	16	0	3.085	2.204
7415	2	8	17	0	1.605	1.949
7423	1	7	25	0	2.625	2.188
7429	1	4	4	0	2.255	2.153
7442	2	8	17	0	2.954	2.231
7452	0	0	0	4	1.914	2.819
7454	2	2	2	0	2.309	1.940
7455	0	3	3	1	2.437	2.386
7456	1	4	4	0	2.554	2.332
7457	2	5	5	0	2.422	2.462
7459	1	7	7	0	2.236	2.203
7467	0	6	15	1	3.116	2.637
7469	2	8	17	0	1.988	2.180
7475	2	5	23	0	2.348	1.962
7478	2	8	26	0	2.232	2.313
7484	2	5	5	0	2.417	2.457
7487	2	8	8	0	2.003	2.354
7489	1	1	10	0	2.186	2.309
7501	1	4	22	0	2.419	2.574
7502	2	5	23	0	2.483	1.666
7505	2	8	26	0	2.533	2.113
7510	1	4	4	0	2.424	1.947
7515	0	0	9	2	3.054	2.710
7519	1	4	13	0	2.313	2.360
7525	1	1	19	0	2.481	2.168
7528	1	4	22	0	1.438	2.442
7529	2	5	23	0	2.212	1.998
7530	0	6	24	1	1.934	2.350
7534	1	1	1	0	1.772	2.742
7536	0	3	3	1	2.533	1.809
7537	1	4	4	0	2.775	2.344
7540	1	7	7	0	2.585	1.773
7547	2	5	14	0	2.561	1.275
7554	0	3	21	1	1.481	1.922
7569	0	0	9	2	1.931	2.368
7574	2	5	14	0	1.506	2.180
7576	1	7	16	0	2.380	1.904
7577	2	8	17	0	2.590	1.983
7583	2	5	23	0	3.015	2.041
7584	0	6	24	1	2.377	2.440
7585	1	7	25	0	2.005	2.048
7591	1	4	4	0	2.683	1.683
7593	0	6	6	1	2.295	2.080
7597	1	1	10	0	1.794	2.024
7606	1	1	19	0	2.385	1.994
7608	0	3	21	1	3.031	2.245
7609	1	4	22	0	1.911	1.859
7618	1	4	4	0	1.741	2.125
7622	2	8	8	0	2.743	2.606
7623	0	0	9	2	2.404	2.434
7624	1	1	10	0	2.000	1.939
7627	1	4	13	0	2.458	1.808
7628	2	5	14	0	2.417	1.567
7629	0	6	15	1	2.312	1.802
7634	2	2	20	0	3.064	1.826
7648	1	7	7	0	3.075	2.284
7650	0	0	9	2	2.200	2.529
7653	0	3	12	1	2.357	2.447
7654	1	4	13	0	2.740	2.133
7661	2	2	20	0	2.115	2.422
7667	2	8	26	0	2.379	2.108
7668	0	0	0	3	2.668	2.161
7672	1	4	4	0	2.981	2.071
7673	2	5	5	0	2.971	2.531
7678	1	1	10	0	2.660	1.897
7683	0	6	15	1	1.766	1.879
7684	1	7	16	0	2.890	1.643
7685	2	8	17	0	2.052	2.245
7688	2	2	20	0	2.952	1.778
7692	0	6	24	1	2.779	2.443
7693	1	7	25	0	2.598	2.132
7695	0	0	0	4	2.206	2.097
7696	1	1	1	0	2.034	2.397
7700	2	5	5	0	2.908	2.421
7707	0	3	12	1	2.153	2.065
7717	1	4	22	0	3.092	1.783
7721	2	8	26	0	2.284	1.851
7725	0	3	3	1	2.764	2.215
7726	1	4	4	0	2.461	2.757
7732	1	1	10	0	3.857	2.132
7733	2	2	11	0	2.693	2.629
7736	2	5	14	0	2.904	2.626
7739	2	8	17	0	2.376	2.584
7742	2	2	20	0	3.090	1.578
7743	0	3	21	1	2.105	2.269
7745	2	5	23	0	2.755	2.195
7751	2	2	2	0	2.047	2.626
7757	2	8	8	0	2.352	2.885
7758	0	0	9	2	2.035	2.860
7762	1	4	13	0	2.062	2.309
7764	0	6	15	1	2.707	2.446
7770	0	3	21	1	2.731	2.068
7772	2	5	23	0	2.726	2.624
7783	1	7	7	0	1.684	2.359
7784	2	8	8	0	1.773	2.356
7785	0	0	9	2	2.693	1.724
7786	1	1	10	0	2.456	2.242
7796	2	2	20	0	2.721	1.907
7798	1	4	22	0	3.173	2.684
7804	1	1	1	0	1.923	2.299
7813	1	1	10	0	3.221	1.672
7816	1	4	13	0	2.716	2.013
7817	2	5	14	0	2.829	1.997
7819	1	7	16	0	1.850	1.694
7821	0	0	18	2	3.240	1.925
7824	0	3	21	1	3.397	1.853
7825	1	4	22	0	3.497	2.024
7827	0	6	24	1	2.474	2.159
7837	1	7	7	0	2.026	2.518
7839	0	0	9	2	3.057	2.388
7840	1	1	10	0	2.591	2.384
7841	2	2	11	0	2.931	2.372
7842	0	3	12	1	1.993	2.044
7846	1	7	16	0	2.120	2.482
7849	1	1	19	0	2.226	2.137
7859	2	2	2	0	1.844	2.215
7874	2	8	17	0	2.127	2.408
7875	0	0	18	2	2.369	2.308
7876	1	1	19	0	2.401	1.924
7879	1	4	22	0	2.523	1.351
7882	1	7	25	0	2.155	2.443
7886	2	2	2	0	2.107	2.574
7887	0	3	3	1	2.399	2.578
7888	1	4	4	0	2.563	2.450
7891	1	7	7	0	2.413	2.580
7892	2	8	8	0	1.609	2.897
7893	0	0	9	2	3.473	2.572
7896	0	3	12	1	1.885	2.203
7899	0	6	15	1	2.153	2.089
7901	2	8	17	0	3.146	2.762
7902	0	0	18	2	2.403	1.780
7908	0	6	24	1	2.989	2.566
7921	1	1	10	0	2.879	2.434
7927	1	7	16	0	3.203	2.109
7930	1	1	19	0	2.624	2.055
7931	2	2	20	0	2.075	2.619
7936	1	7	25	0	2.719	2.349
7940	2	2	2	0	3.283	2.422
7943	2	5	5	0	2.253	2.809
7944	0	6	6	1	2.389	2.462
7948	1	1	10	0	2.513	2.119
7949	2	2	11	0	2.629	2.202
7954	1	7	16	0	2.020	2.365
7957	1	1	19	0	1.943	2.053
7962	0	6	24	1	2.494	3.057
7964	2	8	26	0	2.510	2.701
7965	0	0	0	3	1.954	2.306
7969	1	4	4	0	2.149	2.411
7971	0	6	6	1	2.295	2.310
7972	1	7	7	0	2.203	2.281
7981	1	7	16	0	2.067	2.691
7984	1	1	19	0	2.372	2.053
7986	0	3	21	1	2.468	2.072
7989	0	6	24	1	2.580	2.874
7990	1	7	25	0	2.639	2.562
7992	0	0	0	3	2.440	2.596
7994	2	2	2	0	3.489	2.861
8001	0	0	9	2	2.577	2.451
8004	0	3	12	1	2.872	2.648
8011	1	1	19	0	3.234	2.896
8013	0	3	21	1	3.079	2.489
8019	0	0	0	6	2.000	2.287
8021	2	2	2	0	2.549	2.369
8023	1	4	4	0	3.201	2.037
8024	2	5	5	0	1.523	1.947
8032	1	4	13	0	3.311	2.409
8044	1	7	25	0	1.679	2.295
8052	0	6	6	1	2.219	2.130
8053	1	7	7	0	2.329	2.138
8066	2	2	20	0	2.471	2.001
8067	0	3	21	1	2.552	1.997
8068	1	4	22	0	2.209	2.043
8075	2	2	2	0	2.508	2.584
8077	1	4	4	0	2.501	2.390
8080	1	7	7	0	2.045	2.294
8081	2	8	8	0	1.402	2.498
8099	2	8	26	0	2.280	2.329
8101	1	1	1	0	2.065	1.840
8102	2	2	2	0	2.941	1.784
8106	0	6	6	1	2.513	2.290
8108	2	8	8	0	1.866	2.234
8110	1	1	10	0	2.980	1.858
8111	2	2	11	0	2.409	1.797
8118	0	0	18	2	3.867	2.557
8119	1	1	19	0	2.251	2.164
8121	0	3	21	1	3.203	2.335
8123	2	5	23	0	1.910	2.009
8128	1	1	1	0	2.776	2.621
8131	1	4	4	0	2.451	2.373
8132	2	5	5	0	2.194	2.651
8133	0	6	6	1	1.724	2.095
8134	1	7	7	0	2.698	1.668
8135	2	8	8	0	2.166	2.676
8145	0	0	18	2	2.998	2.363
8147	2	2	20	0	1.711	2.097
8150	2	5	23	0	1.971	1.631
8151	0	6	24	1	2.995	2.045
8153	2	8	26	0	1.794	2.043
8157	0	3	3	1	2.377	2.428
8164	1	1	10	0	2.172	2.133
8165	2	2	11	0	2.580	2.099
8175	0	3	21	1	2.187	1.807
8176	1	4	22	0	2.359	2.453
8179	1	7	25	0	2.407	2.210
8181	0	0	0	4	2.358	2.869
8182	1	1	1	0	2.008	2.438
8185	1	4	4	0	2.172	2.222
8187	0	6	6	1	3.568	2.082
8188	1	7	7	0	1.544	2.188
8192	2	2	11	0	2.348	2.358
8194	1	4	13	0	2.057	2.152
8195	2	5	14	0	2.734	2.203
8196	0	6	15	1	2.077	2.501
8204	2	5	23	0	2.683	2.501
8210	2	2	2	0	1.914	2.395
8211	0	3	3	1	3.159	2.416
8212	1	4	4	0	2.766	2.157
8213	2	5	5	0	2.223	2.187
8214	0	6	6	1	1.817	2.427
8223	0	6	15	1	2.295	2.136
8228	2	2	20	0	2.127	1.867
8235	0	0	0	3	1.634	2.257
8237	2	2	2	0	2.206	2.665
8238	0	3	3	1	2.301	2.785
8243	2	8	8	0	1.973	3.097
8245	1	1	10	0	1.897	2.213
8247	0	3	12	1	3.142	2.292
8254	1	1	19	0	2.499	2.247
8257	1	4	22	0	2.263	1.910
8266	1	4	4	0	1.883	1.870
8270	2	8	8	0	3.084	2.402
8271	0	0	9	2	2.918	2.031
8273	2	2	11	0	2.605	2.427
8279	2	8	17	0	1.929	1.781
8281	1	1	19	0	2.759	2.864
8300	2	2	11	0	1.969	2.191
8311	1	4	22	0	2.605	2.383
8315	2	8	26	0	2.137	2.478
8322	0	6	6	1	1.925	2.482
8325	0	0	9	2	2.488	1.726
8332	1	7	16	0	2.967	2.196
8338	1	4	22	0	2.489	2.033
8340	0	6	24	1	2.312	2.668
8346	0	3	3	1	3.053	2.288
8352	0	0	9	2	1.828	1.658
8355	0	3	12	1	2.732	1.773
8356	1	4	13	0	2.612	1.774
8359	1	7	16	0	2.196	2.313
8366	2	5	23	0	1.668	1.643
8370	0	0	0	3	2.034	2.324
8372	2	2	2	0	2.619	2.378
8381	2	2	11	0	2.135	2.328
8385	0	6	15	1	2.769	2.369
8386	1	7	16	0	2.326	2.099
8387	2	8	17	0	2.010	2.394
8396	2	8	26	0	1.882	2.206
8403	0	6	6	1	1.602	2.748
8407	1	1	10	0	2.292	2.575
8410	1	4	13	0	2.771	2.203
8420	2	5	23	0	2.507	2.664
8430	0	6	6	1	2.539	2.434
8432	2	8	8	0	2.565	2.595
8443	1	1	19	0	2.863	2.592
8444	2	2	20	0	2.387	1.754
8447	2	5	23	0	2.227	1.976
8448	0	6	24	1	2.392	2.115
8450	2	8	26	0	2.555	2.427
8462	2	2	11	0	2.608	2.609
8465	2	5	14	0	1.888	2.471
8475	0	6	24	1	2.211	2.750
8478	0	0	0	3	2.273	2.388
8481	0	3	3	1	2.107	2.632
8493	0	6	15	1	2.000	2.421
8495	2	8	17	0	2.543	2.789
8500	1	4	22	0	1.967	2.600
8509	1	4	4	0	2.581	2.502
8512	1	7	7	0	2.458	2.463
8513	2	8	8	0	2.661	3.105
8524	1	1	19	0	2.848	2.348
8525	2	2	20	0	2.463	1.846
8529	0	6	24	1	1.799	2.542
8538	0	6	6	1	2.038	2.730
8539	1	7	7	0	1.631	2.183
8544	0	3	12	1	2.392	1.835
8545	1	4	13	0	2.245	1.723
8552	2	2	20	0	2.927	2.170
8555	2	5	23	0	1.949	2.276
8556	0	6	24	1	2.314	2.365
8557	1	7	25	0	2.004	2.673
8559	0	0	0	3	2.625	2.808
8562	0	3	3	1	2.415	2.393
8570	2	2	11	0	2.321	2.667
8572	1	4	13	0	3.620	2.521
8577	0	0	18	2	3.319	2.177
8583	0	6	24	1	2.371	2.640
8590	1	4	4	0	1.912	2.199
8591	2	5	5	0	2.286	2.254
8596	1	1	10	0	2.563	2.089
8600	2	5	14	0	1.988	2.460
8603	2	8	17	0	2.206	2.024
8609	2	5	23	0	2.709	2.248
8611	1	7	25	0	2.042	2.403
8613	0	0	0	3	2.322	1.960
8616	0	3	3	1	2.139	2.721
8617	1	4	4	0	2.786	2.458
8620	1	7	7	0	2.351	2.414
8625	0	3	12	1	2.143	2.205
8627	2	5	14	0	2.707	1.875
8628	0	6	15	1	1.901	2.158
8629	1	7	16	0	2.766	2.297
8630	2	8	17	0	2.286	2.276
8631	0	0	18	2	3.268	2.345
8650	1	1	10	0	2.823	2.322
8654	2	5	14	0	1.998	2.642
8655	0	6	15	1	2.188	2.289
8658	0	0	18	2	3.725	2.362
8662	1	4	22	0	1.857	2.641
8665	1	7	25	0	2.589	2.479
8666	2	8	26	0	2.617	2.724
8667	0	0	0	4	2.210	3.009
8668	1	1	1	0	1.723	2.574
8671	1	4	4	0	2.923	2.132
8672	2	5	5	0	1.895	2.736
8679	0	3	12	1	2.631	2.057
8683	1	7	16	0	2.054	2.299
8684	2	8	17	0	2.723	2.816
8685	0	0	18	2	2.134	2.714
8690	2	5	23	0	2.508	2.347
8692	1	7	25	0	1.991	2.552
8695	1	1	1	0	2.582	2.374
8696	2	2	2	0	3.006	2.498
8698	1	4	4	0	2.130	2.510
8700	0	6	6	1	1.726	2.318
8703	0	0	9	2	3.055	2.115
8704	1	1	10	0	2.590	2.109
8710	1	7	16	0	2.410	1.968
8724	0	3	3	1	2.473	2.808
8732	2	2	11	0	2.170	2.897
8733	0	3	12	1	2.001	2.400
8739	0	0	18	2	3.220	2.566
8742	0	3	21	1	2.480	2.440
8743	1	4	22	0	2.915	2.780
8748	0	0	0	7	2.405	1.955
8750	2	2	2	0	2.833	1.701
8754	0	6	6	1	1.822	1.986
8759	2	2	11	0	2.586	1.929
8760	0	3	12	1	2.070	1.939
8763	0	6	15	1	2.480	2.147
8764	1	7	16	0	2.226	1.514
8773	1	7	25	0	2.430	1.812
8778	0	3	3	1	2.496	1.586
8780	2	5	5	0	2.456	2.026
8791	1	7	16	0	3.248	1.785
8794	1	1	19	0	1.792	1.839
8795	2	2	20	0	1.822	1.997
8796	0	3	21	1	2.051	2.396
8799	0	6	24	1	2.653	2.286
8800	1	7	25	0	2.476	2.207
8805	0	3	3	1	2.449	1.656
8806	1	4	4	0	2.311	2.069
8808	0	6	6	1	1.949	1.902
8811	0	0	9	2	2.045	1.411
8817	0	6	15	1	2.254	2.065
8820	0	0	18	2	1.918	2.218
8827	1	7	25	0	2.372	2.425
